lat,lon,store
-6.17565,106.80969,J210
-6.55683,110.65479,H688
-6.36054,106.8335,X585
-6.84315,106.7196,X587
3.09278,98.47405,W227
-6.63256,105.7047,T544
-6.15727,107.30516,CC97
-6.94128,109.2035,V468
-7.30163,108.36732,BC25
-2.93187,104.6806,P414
-2.96671,104.74678,P121
-6.95898,110.4081,H124
0.80109,102.05394,1AB9
-6.19117,106.79555,K186
-3.26742,102.94045,P388
-8.29955,113.67927,Y244
-5.25629,119.42687,R283
-6.67639,106.92916,X215
-6.42134,106.7331,X137
-7.50286,108.78587,I457
-6.99034,107.70602,B747
-6.09845,106.46651,T782
3.59405,98.71173,W181
-6.91666,107.79375,B961
-7.31105,112.68521,U072
-7.29304,111.955,U564
-1.50016,102.11276,1D82
-2.29871,102.72323,1D85
-7.36781,110.56362,H668
-6.94136,112.83378,U545
-6.77186,111.7282,U231
-5.42009,105.24667,L453
-7.27172,112.75622,U134
-6.35234,106.26558,T672
-6.34671,106.23641,T431
-6.89515,111.88556,U559
-1.45772,103.51133,1D94
3.42895,98.90142,W206
-5.22963,105.17299,L471
-3.42008,104.24894,P193
-6.97255,110.29557,H656
-5.49257,104.62536,L432
-7.53868,108.8697,I456
-7.36946,109.46486,I458
-8.58664,115.21178,Q290
-6.60133,106.75629,X162
-7.57337,109.20213,I439
-1.59575,103.60464,1D20
-7.70798,110.64977,O495
-6.6325,106.81247,X205
-6.15454,106.80651,K279
-7.64845,109.34177,I474
-6.22348,106.70543,AC25
-7.5711,110.8021,O526
-6.33228,107.14462,C775
-6.40532,107.48986,C591
-7.3299,106.52059,X003
-6.4419,106.73307,X126
-1.63457,103.54918,1D99
-6.26682,106.97306,C736
-5.28746,104.91747,L162
-6.33437,106.78594,1M93
-7.70374,113.99615,Y194
-6.82758,110.8425,H495
-7.72001,110.66494,O496
-7.26122,112.65489,U279
-1.56265,103.6566,1D60
-6.17541,107.01736,CB76
-1.62321,103.55142,1D61
-6.26263,107.54578,CA15
-6.17672,107.43441,CB29
-6.28311,107.04421,C616
0.49209,101.37318,1AB8
-1.64409,103.6363,1D77
-2.50707,102.71314,1DB3
-6.5109,107.80037,N279
-6.60897,111.0579,H234
-5.0202,104.05398,L175
-3.43197,114.86106,1G08
-5.41677,105.32553,L457
-7.36637,112.69568,U324
-8.79202,115.18769,Q271
-6.06708,106.6469,T845
-5.25602,105.52268,L112
-4.97308,105.49979,L379
-5.29423,105.75653,L036
-6.42347,106.83757,X538
0.90525,123.27286,1YJ6
-0.33348,111.73095,1PH1
-6.26617,106.96139,CE37
-7.46506,110.80562,O046
3.56885,98.96635,W374
-6.83052,107.31318,N658
-6.2819,106.41585,TB50
-5.34964,104.71589,L566
-7.72509,112.70632,M791
-6.16357,106.64398,T235
-0.05977,109.35891,1PE1
-7.26446,112.79587,U691
-6.30621,107.45094,1J30
-6.29689,106.87388,J943
-7.35534,109.54092,I443
-7.32424,112.52132,U521
-7.29666,112.04736,U520
-6.03413,106.03824,TB52
-6.26466,106.46902,T150
-6.14301,106.38779,T618
-7.5016,112.51765,M922
-6.34289,106.71932,1M75
-8.42205,115.4199,Q401
1.0255,104.06563,2DB4
-8.16916,111.80856,M923
-6.11714,106.42928,T026
-5.21856,105.0328,L079
-2.93234,104.79104,P044
-2.11467,102.515,1DD3
-6.71865,107.03131,N654
-6.73749,111.02399,2A84
3.16794,98.51027,W224
1.44149,124.75256,1YF4
1.37157,125.07218,1YF6
-6.8343,111.01368,2A92
3.60448,98.6819,W212
-7.67482,112.8877,Y184
3.16182,99.33125,W201
-7.26732,112.66643,U698
-1.61661,103.5893,1DK8
-6.18169,106.59802,TB78
-6.9622,108.09501,BD45
-6.96685,109.04189,V583
-7.08585,109.08331,I548
3.67961,98.75119,W395
0.57669,123.04761,1YF2
-6.87509,107.53067,N678
-3.31195,114.61674,1G17
0.50111,101.42037,1A60
-6.57841,106.89132,X736
-6.00479,106.28491,2G16
-8.69724,115.17269,Q400
-1.46821,102.12389,1DK2
3.58681,98.73008,W023
-6.82807,107.96205,BD31
-6.25513,106.4239,TB56
-6.24518,106.66995,1MA6
-6.16898,106.85287,J724
-6.28562,106.82923,1M89
-6.27025,106.87754,J836
-2.95605,104.72597,P505
-6.96079,110.5034,H810
-7.53644,110.58979,O217
-7.52608,110.79597,O312
-6.2637,106.2917,2G03
-6.39409,105.87788,2G05
-5.36106,105.2707,L193
-7.02252,107.68401,BD24
-6.08749,107.33731,1JA6
-7.1664,109.0906,I556
-7.14589,110.42179,H798
0.53987,123.04702,1YE9
0.5484,123.05699,1YE8
-6.11067,106.12827,2G07
-6.45395,105.99376,2G10
3.28915,99.367,W291
-3.77215,103.55506,P459
-6.65189,106.90781,X737
-8.16898,113.72581,Y314
-0.03831,109.415,1PG1
-6.05548,105.92024,T882
-3.44314,114.8335,1GJ8
-5.55814,120.19054,R385
-7.72984,108.47364,I528
-3.83848,115.3351,1GG3
-7.35386,110.69981,O666
-7.45782,110.54797,O667
-8.47246,117.39743,1SC8
3.46726,98.68662,W217
0.1284,102.07464,1AR2
-7.95988,112.63239,M899
-7.75488,110.39916,O654
-6.4289,106.78431,1M83
-6.88988,109.37484,H785
-7.26972,112.80574,U684
-6.83342,107.13391,N673
-4.88239,104.98647,1V03
1.18552,124.5603,1YA3
-0.07941,109.38449,1PG2
-6.33534,106.81332,1MB8
-7.73337,110.54556,O410
-6.65582,107.36212,1JB8
-1.61673,103.52936,1DI8
-8.06081,111.90746,M199
-8.2118,112.74942,M006
-7.93865,112.62958,M323
-7.09975,107.43381,N650
-7.00645,107.6135,B926
-7.26669,112.65902,U685
-6.34929,106.67316,1M92
-2.29177,113.91736,1GK5
-6.71726,108.53434,V603
-6.57921,106.66111,X752
-2.04088,102.27645,1DD4
-7.02681,110.92094,2AB7
0.5812,123.04145,1YH7
0.61289,123.02164,1YH8
-8.44614,115.61606,Q435
-7.77565,110.3253,O194
-2.08546,102.2617,1DI5
1.11726,104.0425,2DA9
-6.77815,111.03679,2A78
-6.37164,105.91434,TB46
-5.06602,119.52566,R430
-6.41,107.46361,CB57
-6.89831,108.75082,V340
-8.69516,116.253,Q264
-8.48108,117.47462,1SC3
-5.99161,107.05478,CE48
-7.22333,112.73241,U700
-8.10558,113.22111,Y318
-8.22753,112.8325,M934
-6.17372,106.65936,AD50
-7.56331,110.85145,O651
3.71104,98.66069,W365
-7.81168,110.94706,O594
1.39375,124.67798,1YE1
-7.29886,112.70735,U459
-7.00663,110.45764,H823
-6.56113,111.04097,2AA3
-7.649,111.31548,O678
-8.19153,113.07788,Y319
3.66654,98.67975,W433
-6.18425,106.59219,TB84
-2.93169,115.15396,1GM6
-2.95017,114.30356,1GN1
-6.13517,106.1725,2G14
-6.37583,106.90055,EI09
1.17145,124.4327,1YE3
0.55843,123.04843,1YF1
3.6013,98.86055,W373
-8.2007,113.70023,Y315
0.47759,101.4064,1AR4
-7.13272,110.40647,H795
-3.32457,114.58225,1GJ5
-6.11933,107.15569,CD96
-5.32213,104.7503,L174
0.07285,111.48365,1PD3
-3.0094,120.21059,R415
-1.77693,103.33095,1DI2
3.61515,98.67622,W036
-7.35491,107.78475,BC60
-8.18675,113.7447,Y316
-3.35872,114.63378,1GN2
-2.18267,113.88284,1GL2
-4.6844,105.78328,L240
-7.07012,110.43828,H780
-5.23293,104.96031,L123
-5.37526,105.06761,L459
-5.60572,105.07917,L184
-5.36614,105.14421,L552
3.5948,98.66621,W379
-5.52735,105.23846,L551
-8.63236,115.13519,Q403
-7.08724,109.04655,I549
-8.6246,115.16999,Q409
0.72779,124.30042,1YG1
-7.72171,109.91246,I398
-7.30667,109.52033,I279
-8.52982,117.43396,1S91
-6.99785,109.63465,H846
-3.0013,104.72174,P500
0.43454,101.43041,1AQ1
-7.69696,113.94096,Y108
-5.3902,105.2101,L510
-6.45453,108.35006,V040
-6.71517,108.55489,V225
-6.15528,106.66378,TB59
-4.10627,104.1662,1V64
-6.32559,106.70883,1M98
-3.8014,114.77476,1GM1
0.53508,101.43114,1A24
-2.9226,104.78213,P288
3.59102,98.47847,W422
3.6289,98.49308,W423
-5.48698,105.78968,L575
-6.95384,108.99282,V593
0.78583,124.45399,1YJ5
1.1616,124.83062,1YH9
-7.07682,110.04465,H776
1.44857,124.95856,1YD7
1.209,124.59404,1YD8
-7.53258,110.76577,O609
0.42154,101.45731,1A08
1.89429,100.08385,W387
0.56552,123.07216,1YE5
-6.89115,109.13585,V377
-6.82555,108.61911,V208
-7.33919,108.22701,BC54
-4.49611,105.24139,1V45
1.22914,124.73676,1Y90
-6.03333,106.56911,TA89
0.38563,101.82674,1AO1
-2.38316,102.70507,1DF4
-6.68198,111.60247,2A44
-7.45837,112.51027,Y290
-5.15895,119.41087,R387
-7.71867,113.08213,Y303
-3.03025,114.39714,1GG8
1.2339,124.86528,1YC8
1.17745,108.97438,1P82
-8.72079,115.18574,Q369
-7.28606,107.92027,BC92
-7.18409,107.976,BC93
-6.21196,106.71222,1M59
-5.13508,105.30602,L553
3.50896,98.69825,W348
-6.63941,111.47804,2A48
3.51457,98.66658,W113
-7.82936,113.22645,Y295
-4.34832,105.22592,1V42
-7.21858,109.85726,I516
3.50924,98.78746,W334
-7.27605,112.65303,U285
-6.81696,107.47459,N605
-5.44494,105.24754,L548
-6.83349,107.11922,N637
-7.15521,112.65617,U214
-6.86176,111.60731,2A55
-7.512,112.64041,Y291
-6.16982,107.00032,CC62
-6.1257,106.15835,TA93
-7.81169,108.43979,I520
-6.25597,106.46855,TA13
-6.2452,106.49054,TA11
-8.58795,116.33014,1S25
-6.39487,105.88814,T998
-6.25995,106.74073,1M35
-3.46503,114.81079,1GC1
-7.38798,110.8303,O620
-6.13037,106.49998,TA12
3.49118,99.12661,W184
0.4172,101.84197,1AO5
-7.27562,112.73428,U087
-7.3182,106.58438,X687
-6.22954,106.73761,AC52
-3.34382,104.77251,P296
-2.99088,104.78587,P175
-6.23018,106.58818,TA32
-6.81296,107.22808,N621
-7.79639,111.07918,O588
-7.63839,110.69132,O629
0.06125,109.20679,1PC1
-7.28996,112.72315,U070
-6.3364,106.78188,1M70
-7.43228,112.72792,U404
-7.30664,112.72992,U256
-3.15004,114.50319,1GC6
-7.89623,112.36304,M897
-6.39091,107.50125,1J66
-2.95296,104.79293,P068
-3.41148,114.8515,1GE2
-6.53758,107.23506,1J42
-6.64215,107.52336,1J44
0.12288,110.60491,1P64
-8.4783,117.40697,1S70
-3.19843,114.54536,1GD1
-6.38473,106.82027,X422
-6.49779,106.87478,X366
-7.2895,112.56336,M726
-4.53355,120.30965,R354
-2.76839,114.28314,1GE4
-8.64653,115.17376,Q006
-7.30196,109.03896,I603
-6.85918,107.5329,N612
3.61433,98.71429,W318
1.12623,102.16385,1AL4
1.35245,124.83306,1YA9
1.48512,124.84833,1Y73
-7.4474,112.43114,M890
1.34927,124.83339,1YB7
1.49132,124.85024,1Y99
-6.40828,107.46423,1J40
1.11778,103.97714,2D04
1.31087,124.91859,1Y36
-2.2054,102.37568,1DG7
-6.19767,106.72269,AC63
-6.23794,106.86027,KB97
1.45555,124.84389,1Y84
1.04013,124.48074,1Y83
-7.36639,112.67898,U263
-6.4077,107.58746,N472
-6.73585,106.8201,X592
-7.32349,106.62214,X621
-6.784,110.85091,2A05
-7.00128,110.42742,H347
-7.94447,113.81023,Y211
-8.39891,114.26841,Y005
-6.41578,106.73423,1M58
-6.70367,108.36217,V548
-6.91593,106.91794,X036
-7.73723,110.39364,O150
-7.25535,112.72238,U088
-4.74061,105.40017,1V48
-7.17188,112.65486,U128
-6.88887,113.65202,U653
-6.73425,107.65213,N197
-6.2164,106.59667,1M37
-6.86563,107.54959,N597
-2.00437,103.40887,1DG1
-6.20625,106.77917,K409
-6.93281,110.12308,H755
-6.72619,111.65702,2A53
1.52681,124.87433,1Y85
-6.90974,107.44974,N642
2.94625,98.5224,W363
-6.29217,107.42232,1J92
-8.12684,115.06632,Q389
1.1814,124.56803,1Y81
-6.40982,106.98663,EH62
1.65679,101.46269,1AK2
1.06152,108.973,1P83
1.42739,124.83853,1Y38
-6.82348,110.86827,H135
3.63051,98.66158,W316
-6.58179,106.79436,X661
-3.868,104.38065,1V16
-6.76359,107.3589,N613
1.4498,125.19957,1Y19
1.11265,104.13375,2D59
-6.30552,105.84175,TA94
-7.11393,113.72455,U643
-6.70726,106.796,X653
-6.57763,106.73175,X654
-8.06703,111.84983,M880
-6.29502,106.52957,TA35
0.91154,108.99559,1P45
-4.90187,105.21142,1V02
-5.14673,119.44914,R364
1.10042,104.05802,2D76
-7.62726,109.2495,I051
-8.67398,115.17284,Q386
1.12463,104.09789,2D51
-2.20329,113.91428,1GF4
-2.22968,113.90699,1GF5
1.48074,124.90464,1Y05
-3.45775,114.84773,1GA3
0.6986,101.44075,1AJ2
1.66636,101.43421,1AJ4
-6.79685,110.80156,2A56
-0.01565,109.35943,1PB1
3.53365,98.68463,W340
3.60119,98.69135,W339
-7.15812,113.5371,U658
-6.60453,107.7341,1JA9
-6.81601,106.40945,TA08
-8.77816,116.04947,1S38
-8.74222,116.85176,1S40
-4.20753,104.52695,P444
3.52278,98.71812,W297
1.03983,103.98657,2D07
-8.17141,111.77492,M889
-6.6779,107.68474,N263
1.67787,101.44222,1AM9
1.6235,101.58493,1AN1
-7.15425,107.95055,BC34
-6.16329,106.66041,TA75
1.48863,124.86139,1Y95
0.40092,101.85777,1AN4
-1.6238,103.62137,1D40
3.55209,98.71529,W367
2.09697,99.83706,W371
-6.16608,106.76291,KB94
-6.28311,106.92949,ED40
-8.63699,115.17717,Q377
-3.00056,114.39231,1GB7
-6.60066,106.77963,X665
-7.44293,109.54447,I512
-6.29926,107.28047,C985
-4.02316,105.24801,1V30
-7.18461,109.0238,V392
-7.01956,110.42483,H772
-3.46681,102.53018,P483
-6.26793,106.94115,EH85
-8.20501,113.6104,Y075
-8.19148,113.70854,Y051
-8.22137,113.53027,Y215
-7.16925,108.34928,BD07
-7.0857,111.0028,2A13
1.50716,124.90646,1Y08
-0.05265,102.11086,1AL9
-6.22615,106.12963,TA38
-5.07762,119.52282,R366
3.60993,98.64385,W344
0.99958,124.49944,1YO5
-6.40317,106.8126,X283
-5.42315,105.41947,L057
4.48829,97.95543,W488
-8.79713,117.7791,1SH6
-7.22584,107.92801,BD99
-0.30268,102.30203,1A1E
0.36245,109.16489,1PL8
-6.24184,106.34027,2G57
-6.21678,106.99151,CF38
-0.02543,109.36863,1PI8
-3.80276,102.28618,P593
-6.90634,107.80712,BE18
-6.23445,106.74451,TD58
-6.79986,107.99761,BD92
-6.01615,106.05999,2G66
-6.90035,108.72161,V290
-7.31602,112.76449,U042
-6.94044,106.90699,2J72
-7.75509,110.37001,O781
0.92542,123.04181,1YW6
-6.17073,106.87151,J688
-6.28626,106.86372,X824
-6.99185,106.54327,2J36
-7.76478,110.4487,O728
-6.51359,106.82326,X811
-3.40366,114.84628,1GS7
-1.84822,109.9757,1PK7
0.84813,109.4983,1PK8
-7.15309,110.28347,H982
-8.5919,116.1293,1SM8
0.41418,101.4254,1A1Q
-7.02369,109.96051,H508
-6.85381,108.59331,V661
-6.80828,107.16996,N478
-6.16586,107.27792,CF65
-6.92224,109.53366,H941
-6.58674,107.46812,1JO9
-0.05657,109.32539,1PM6
-8.19877,111.09368,O767
-7.13235,110.4201,H794
-6.95252,110.23886,H843
-7.48089,110.21421,O731
-7.78337,110.44178,O755
3.77516,98.43544,W502
3.51803,98.89573,W441
1.24955,109.17121,1PH7
0.62118,122.6048,1YU6
-6.94466,107.77151,BE35
-5.42311,105.0349,L257
-5.43622,105.26474,L488
-5.40928,105.29399,L595
-7.80755,110.00959,I641
-6.36071,106.78046,1MK5
-5.40591,119.44758,R474
-6.99097,110.10862,H960
-7.04546,110.58077,H962
-7.71421,109.01606,I543
-7.48807,109.47979,I621
-6.58953,106.82757,X278
-6.43534,106.8214,X712
-8.44733,115.35643,Q514
-6.54806,106.80603,X833
-0.04025,109.36145,1PK5
-7.07734,107.8888,BE33
-6.88657,109.10346,V710
-5.27679,104.98328,L609
-6.97366,107.53407,N648
-7.33871,112.77539,U790
-7.26907,107.81482,BE20
-6.73426,111.04574,2AK3
-6.38411,106.63111,TD60
-6.51789,110.77907,2AI4
-6.28161,106.94191,JA71
-2.06642,102.29938,1DO3
-6.76535,107.44454,N788
-2.52542,110.21155,1PM9
-7.36456,108.86075,I113
-7.42123,109.22636,I238
-6.34392,106.68744,1MM6
-6.81751,107.59479,N766
-7.9281,112.64924,M386
-5.3869,105.26375,L603
0.70135,122.55658,1YT1
-7.25813,112.76373,U763
-6.84888,107.57565,N767
-6.20874,106.82443,KD10
-1.52724,110.56627,1PI7
-8.13067,112.17293,M981
-8.56296,116.62818,1S21
-8.49721,117.42126,1S55
3.52418,98.62913,W505
-6.98069,107.01692,2J70
-3.48744,114.96956,1GU2
-7.14164,112.16414,2AH9
-6.31302,106.73099,1ML9
0.6028,124.28709,1YV8
0.34471,101.0208,1A0B
-8.52713,118.84448,1SO7
-8.15563,112.14265,M984
-8.02159,112.71009,M983
-7.73556,113.67657,Y367
-6.77129,107.19123,N480
-6.26419,106.67314,1ML5
-7.99265,113.25184,Y063
-3.36278,114.92057,1GP8
-5.37626,105.27234,L403
-0.52053,101.96925,1AT9
-0.45556,102.67385,1A1F
2.71966,99.6111,W510
-6.78739,108.08711,BE11
-7.23816,112.60852,U756
0.57715,123.0308,1YS1
-5.34252,119.37155,R470
2.97957,99.64473,W512
2.97295,98.85875,W508
-3.8808,102.35279,P647
-6.55014,106.8219,X830
-8.8217,115.14453,Q441
-6.87405,109.54713,H972
-0.65605,102.28135,1AY5
-7.45623,112.45434,M996
-5.37804,119.3833,R472
-6.96901,110.15061,H983
-7.22398,112.7288,U804
-7.02748,109.58812,H986
-6.53626,106.77154,X837
-4.02298,103.24925,P631
-6.19282,106.69613,AA88
-6.3394,107.34215,1JR4
-6.4607,107.03444,J955
1.20682,124.78804,1YI7
-6.75791,108.45624,V684
-6.87422,109.02867,V685
-8.79252,115.19489,Q491
-8.04072,112.04863,M997
-7.53954,112.68283,Y372
-6.92857,107.33162,N782
-6.88653,107.00429,2J66
-7.0939,110.08219,H604
0.83696,100.6556,1A1N
1.71121,100.39566,1A1Y
0.52614,122.3457,1YT8
0.53898,124.00529,1YK1
1.14021,104.02738,2D92
-6.89624,109.12179,V723
-6.98495,109.65996,H944
-7.7026,113.92309,Y360
-6.93773,110.21093,H971
-7.73495,110.34398,O778
0.16084,109.20132,1PM1
-2.274315430233223,112.97571058466987,1GV5
-6.07361,107.39314,1JR8
-7.45598,112.72127,U796
-7.65751,110.04469,I642
-6.98658,108.49126,V724
-7.64302,112.05597,2AL5
-1.42823,110.08656,1PN6
-5.09193,105.34478,1V99
-7.51009,112.54176,M1B8
-6.97775,110.24972,H945
-7.952,112.58135,M1A1
-6.13726,106.30291,2G71
-7.03755,110.33997,H946
-6.03598,106.38484,TD62
-1.71374,114.84503,1GV2
-7.47065,112.64936,U794
-7.79608,110.32336,O274
-3.32348,114.99664,1GU1
-3.03297,104.79873,P623
-6.73116,107.99353,BD81
-6.94538,110.22422,HA09
-6.97928,107.43059,N784
-6.83589,107.99607,BE12
3.60672,98.52658,W490
-7.77805,109.91042,I606
1.14154,104.00542,2DG3
1.54202,109.36603,1PN2
-7.28216,109.9355,I566
-7.41305,108.89915,I259
-7.70924,109.37162,I584
0.62247,100.71856,1A1U
-7.09726,112.26872,U490
-7.11679,112.43948,U457
-6.1555,106.92906,JA21
-6.18304,106.83815,KD31
-0.52914,101.55605,1AY3
-6.06521,106.06437,2GA4
1.47098,109.21637,1PN4
-6.72734,108.56887,V693
-6.22786,106.86703,JA91
-6.62826,106.82346,X778
-7.50936,108.63327,I591
0.52922,123.06273,1YM6
1.30999,124.91441,1YM3
-3.83708,102.31075,P549
-0.37055,102.54276,1AW1
-8.22285,112.89395,M947
-6.80377,108.61473,V664
-6.40779,106.90454,JA41
-3.80894,102.27665,P578
-8.40935,117.14535,1SA6
-7.42028,108.69556,I586
-6.91962,110.59693,H877
-6.79588,110.72573,H878
-7.03387,110.6884,H879
-7.41566,112.5028,U726
-7.36548,112.6164,U742
-7.67555,108.60597,I595
0.75954,124.31771,1YN7
0.91965,124.09512,1YN6
0.73377,124.28959,1YN5
-6.86122,106.80254,2J24
-6.32799,106.0857,2G23
-8.21849,113.11553,Y344
-8.19513,111.1196,O689
-7.61446,112.02094,2AD8
-7.59987,111.91341,2AE1
0.58309,101.39749,1AW7
-7.03178,110.50353,H817
3.61045,98.60178,W428
-5.17765,119.46053,R434
-7.8729,112.51328,M937
-6.64542,108.37439,V612
-8.49632,117.40976,1SB3
-6.09636,106.6386,TC11
-7.05001,110.60589,2AC3
5.52587,95.2894,W447
-7.0291,113.78312,U789
-7.13154,106.69292,2J42
-7.11282,111.56864,2AF7
-6.98827,106.55416,2J02
-7.49587,110.20463,O681
-6.2398,106.52378,TC01
-7.26304,112.76561,U693
-6.83253,107.35773,N698
-6.99244,107.40611,N696
0.51253,101.41446,1AV2
-3.18601,102.94886,P541
-7.74423,113.21378,Y342
-6.81038,108.56142,V650
-7.31736,112.68709,U716
-7.56202,111.8242,2AG7
-5.11428,105.29965,1V93
0.56206,108.92932,1PJ9
-7.39639,112.67315,U772
-6.96229,106.49998,2J49
-6.31098,107.18433,CF22
0.82834,123.83684,1YP2
-6.9704,111.41997,2AG2
-6.11257,106.69372,TC46
-2.68775,118.86284,R446
-6.76453,107.89796,BD82
0.56984,123.03716,1YL4
0.767,124.30156,1YO1
-6.86406,109.12593,V627
-7.68594,113.84538,Y358
-6.39222,106.79496,1MJ9
-8.09183,115.12022,Q461
2.95691,99.79744,W465
-0.0582,109.30914,1PH9
1.74417,109.32082,1PI1
-8.49036,115.18464,Q451
-7.30998,108.26817,BD57
-7.3688,108.2039,BD58
-7.93281,112.59827,M957
-6.66258,106.8451,X772
-6.15753,106.75955,KC90
-8.74217,117.99647,1SE7
-8.41879,117.23472,1SE8
-7.01433,109.14175,I574
-6.97955,106.842,2J45
-6.94538,107.8274,BD93
-7.61619,111.88714,2AG6
-6.70177,108.49403,V628
-7.4047,112.77407,U719
-6.87135,112.28315,2AF2
-6.96911,109.65517,H870
-4.91417,119.85167,R453
-3.10196,114.4609,1GR1
-6.9499,107.77206,BD73
-6.37029,106.91874,J988
3.57897,98.62947,W476
-6.17216,106.89862,JA04
-0.72138,102.5083,1A1D
-6.32699,106.57356,TD34
-6.87703,106.77652,2J32
-2.98423,104.86246,P599
-6.26326,106.26961,2G77
-6.8569,110.60209,H929
-6.88917,106.89968,2J53
-6.34557,106.81041,1MD3
0.9076,123.30472,1YP9
-8.61006,116.11903,1SB7
-6.29091,106.63466,TC42
-8.76721,118.00328,1SE9
-7.42963,112.65684,U729
-8.63498,116.35661,1SF6
-7.01921,107.30645,N717
-6.87001,107.59073,N721
-6.70953,111.21081,2AD1
0.64955,122.85747,1YR1
-3.75829,102.29531,P603
-3.8001,102.26504,P605
-6.87237,106.91014,2J19
2.88345,99.18594,W486
-8.704,116.27407,1SD3
-6.54394,108.43145,V625
0.53993,123.10843,1YQ7
-6.92231,107.59057,N746
-6.85562,109.42033,H881
-6.29612,106.70692,1MF5
-6.88869,106.96338,2J39
-8.13306,112.72326,M980
-6.96702,109.60649,H924
-8.57006,115.36686,Q489
-8.60774,115.1693,Q488
-6.36709,106.02426,2G83
-6.52327,105.75737,2G84
2.97379,99.79856,W497
0.68104,124.56446,1YK2
0.71128,100.53281,1AT4
-5.41274,105.26126,L577
-6.5898,108.51102,V614
-8.56289,116.11326,1SF2
-6.2585,106.96873,CF36
-6.19736,106.61465,TD01
1.22897,124.91931,1YI8
-6.75859,108.47428,V600
-7.36574,110.63858,O662
-8.23323,113.30279,Y341
-6.37959,106.68062,1ME5
-6.8245,106.79425,2J07
-6.89044,109.63091,H894
-8.13492,113.22262,Y337
5.52178,95.32993,W456
-8.67491,116.16279,1SJ8
-7.59981,110.96139,O729
-6.43793,106.74829,1MG6
4.30159,98.04688,W431
-2.94988,104.78535,P502
-6.71014,108.53612,V596
-6.12663,106.70528,TB75
-4.63141,105.08607,1V67
-8.7293,116.31128,1SG3
-7.10958,106.8779,2J20
-5.00476,119.566,R444
-0.13226,109.41041,1PI4
-7.41126,109.64225,I578
-8.16926,112.21045,M962
-8.14625,112.36352,M964
0.88069,100.29529,1AX9
-6.18098,106.4966,TD40
-0.01078,109.33525,1PJ1
-6.82476,106.76011,2J52
-2.99919,120.19985,R488
-8.50539,118.61558,1SK2
-6.01212,106.01268,T582
-4.55297,105.09822,1V73
0.90345,124.47224,1YJ9
-8.15227,113.24683,Y338
0.62566,123.00241,1YN2
-7.53773,110.59514,O713
-7.33625,108.21104,BD60
1.25352,101.22255,1AV1
-8.62715,116.12588,1SC9
-6.84899,108.80813,V675
-7.6526,110.37324,O732
-2.92216,104.52171,P581
1.39581,125.02006,1YF5
-7.74931,110.47135,O672
-6.82082,107.62431,N708
-8.13073,113.19991,Y326
-8.07009,113.30139,Y328
-5.42088,105.26672,L580
0.73453,124.3228,1YO2
-6.81778,107.63028,N724
-5.15152,119.54072,R454
-7.51001,110.5135,O717
-7.54713,112.60488,M992
-6.94327,107.45837,N707
-7.00659,107.3593,N706
-6.86247,107.56797,N692
5.11644,97.20609,W437
-7.32067,110.65443,O693
-6.92634,109.65664,H886
-0.38979,102.44595,1AU8
-3.79029,102.26365,P552
-3.82442,102.30484,P553
-6.58001,106.76269,X789
-2.54707,112.96028,1GQ3
0.54139,123.0706,1YM9
-8.11622,115.09192,Q460
-3.81943,102.30477,P562
-6.1366,106.7296,TD28
-6.6435,106.76865,X735
1.35657,102.15651,1AS2
3.63239,98.51071,W417
-7.66002,110.395,O677
0.52136,123.95943,1YL2
-7.22151,112.50225,U714
3.56013,98.4949,W460
-7.20366,106.83332,2J10
-7.21935,106.88009,2J11
-0.36461,102.2939,1AW8
-7.33849,112.71781,U739
-5.92791,106.10351,2G54
0.8374,122.91581,1YQ1
-8.63442,116.15767,1SI2
-4.19244,105.17016,1V90
-6.14823,106.58429,TB93
-6.72024,111.14519,2A96
-6.7612,111.15727,2A97
-7.43657,112.6106,U722
-0.53674,102.41738,1AU6
-6.27541,107.26038,CF05
-6.4133,108.04042,V816
-10.15287,123.60089,U871
-6.16058,106.9901,CB61
-6.47793,108.25664,V805
0.72046,124.36305,1YG4
-7.30586,112.65991,U880
1.05723,103.9457,2D15
-2.96969,104.7406,P734
-6.34491,106.55958,TE50
-6.57218,106.07412,2GD7
-0.23935,110.10387,1PR4
-7.07607,107.73982,B902
-6.90553,107.70399,B723
-6.24772,106.86669,X898
-6.9649,108.24285,V782
-2.9256,104.76997,P188
-3.85522,102.31997,P634
-2.99475,104.77062,P243
5.56156,95.323,W536
-6.01689,106.01839,2G46
-6.76739,110.77376,H479
1.16447,104.03602,2D58
-7.09314,110.23552,HA57
-8.11328,115.08534,Q567
-7.70682,110.50566,O827
-6.50328,106.19521,2GD2
-6.6913,108.55093,V829
-8.0506296,111.712655,M1J2
3.52197,98.58985,W547
-7.41516,109.88413,I678
-6.31306,106.8004,1MT8
-6.01545,106.28415,2G78
-6.39525,108.06235,V806
-5.13777,105.30238,1VD7
-7.67324,110.5524,O832
-2.9501,104.70762,P757
-7.4084,112.47354,M1F8
-0.5254,110.35904,1PQ9
-0.03927,109.32819,1PQ8
-6.35903,107.1877,C696
-6.99977,111.50786,2AS9
-6.94172,111.29029,2AT1
-3.76728,115.41544,1G5A
1.62686,101.00808,1A0R
-8.082,112.3152,M1G5
-6.36623,107.4423,1JB3
-6.29667,106.84427,EH18
0.71082,110.39235,1PR5
1.09199,124.34134,1YL3
-8.05908,112.052,M1J8
-6.18943,107.00734,CD95
-6.70397,106.05484,2GD3
