lat,lon,store
-8.13919,112.53224,M1I1
-3.97223,105.3492,1VE7
0.10844,111.0702,1PS6
-6.38443,108.10313,V792
-6.10976,106.31,2GC2
-7.03596,109.37656,H377
-6.47701,107.9493,V807
0.38308,101.85743,1AM8
0.45006,101.38559,1AA6
-7.78363,110.65479,O845
-2.22828,113.9349,1G5D
-6.81142,110.83799,H079
-7.46048,107.6633,BC73
-7.30866,110.348,H762
-8.15988,112.45749,M1H4
-6.98974,110.45073,H880
-7.42698,112.72254,U884
-2.91828,104.80931,P743
-7.8872,113.04866,Y415
-0.02584,111.44916,1PR9
-6.83675,105.88533,2GE6
-2.95793,104.74736,P754
-6.04221,107.12211,1J6B
-6.55507,107.43899,CA26
0.2065,110.43499,1PS1
-7.36489,112.73386,U904
-6.2115,106.86965,J151
-6.86783,106.68873,2JB5
0.13696,110.09299,1P59
-6.55483,106.69826,X901
-6.10369,106.93183,CG13
-6.31566,106.73501,AD86
-6.70372,108.56197,V281
-7.08797,108.29667,BE14
-6.6036,106.70185,X498
3.34128,99.14324,W154
-7.34927,110.50867,O810
-8.52047,116.99469,1ST5
-7.34793,108.1986,BG07
-6.75248,108.56024,V085
-6.08387,106.54397,T237
-7.82418,110.47943,O202
-7.26812,109.02358,I666
-6.22073,106.33168,2GB9
-6.41512,106.81553,X893
-6.5744,108.30929,V811
-7.0196,107.5413,B805
-8.61586,116.09864,1SR6
-6.33799,106.67273,1M73
-6.57158,106.76837,X180
-6.33709,106.72756,1MN2
-7.50171,112.70593,Y406
-6.12612,106.12395,2GG4
-6.67954,107.65089,1JY6
5.53217,95.3339,W550
-1.82952,110.61341,1PQ6
-7.98116,112.13611,M978
-5.98594,106.01798,T577
-7.12097,110.91046,2A52
-8.51137,119.88755,U863
0.735,101.8181,1AS5
-7.58137,108.71264,I699
-7.00765,107.14393,2JF7
-6.79662,106.77746,2JF1
-7.65,110.62861,O400
-7.52677,110.90349,O047
-7.59979,110.95001,O674
-3.00757,120.18896,R405
-6.58889,106.78529,X825
-6.41249,107.01163,JB37
-3.42434,104.24406,P126
-6.23509,106.75131,K685
-7.8102,112.04735,M1E2
-6.22997,106.67616,1M09
1.16548,124.84829,1Y1Z
-1.46268,102.12299,1DK1
-6.66497,107.62885,1J3A
-6.92308,110.04981,HA66
-5.44585,105.26992,L015
-6.34439,106.86464,X844
-6.84971,107.83234,BD88
-6.87058,107.05867,N620
-8.09428,112.32569,M294
-7.20318,111.38528,2AQ4
-7.13436,113.52677,U659
-7.77827,110.33732,O213
-2.26181,102.57552,1DP7
-7.00824,112.36358,2AR8
-3.44296,114.85137,1GC3
-6.25537,106.68591,AD30
-2.99643,104.74465,P654
-7.0544,108.75025,V831
-5.12454,105.32155,L335
-7.2655,112.72747,U414
-6.83534,107.27591,2JE4
-2.45571,111.93297,1G8B
-2.47115,111.77628,1G9B
-7.02269,107.66867,BC94
-8.48897,119.89673,U861
-7.64008,107.73322,BE94
-2.98056,115.13915,1GM2
-3.8786,114.65907,1GP1
-8.46348,117.03705,1SS3
3.49507,98.68199,W069
-6.39677,108.30239,V042
-6.96879,111.39507,2AR7
3.59718,98.6176,W539
-6.28475,107.87491,1JX5
-7.45939,110.95388,O821
-7.00992,110.79995,2AQ5
-2.94385,104.80105,P667
-6.33423,107.30512,1JE4
-7.25184,111.53126,U547
0.45942,101.35953,1AAL
-8.65197,116.19944,Q258
-6.57294,107.14282,JB62
-7.6515,111.90458,2AE3
-6.28343,106.59088,TE76
-7.11395,112.15555,2AI2
-7.55903,112.37024,M1H6
-1.24263,110.5271,1PQ7
-7.32743,110.86859,O820
-7.43418,109.67641,I688
-6.98167,110.42483,HA18
3.59735,98.6536,W076
-3.02449,104.75438,P677
0.40304,110.53955,1PP3
-6.896,110.64504,HA35
-7.72019,109.84185,I676
-2.98317,104.77004,P039
-4.91809,105.36336,L061
-5.00584,105.20825,1V15
-6.28967,107.17955,CC66
-5.18372,119.41947,R512
0.71317,124.30496,1YT4
-7.61258,110.94782,O351
-7.95741,111.43369,O252
-7.61354,110.92071,O801
-6.19596,107.11922,C645
-5.0738,119.49272,R418
-6.18455,106.92374,J375
-7.50848,112.56028,M1E3
-6.98676,110.4745,HA22
-4.68605,105.03539,L202
-7.99199,112.60158,M875
-7.95461,110.93136,O613
-6.30541,106.77113,1MQ9
-3.29312,102.86891,P701
-6.95022,110.70311,HA36
-4.30196,104.34565,1VC2
-7.05548,107.55286,N803
-6.25688,106.92501,JB06
-4.12228,104.16507,P083
-7.76702,110.40249,O166
-6.57246,106.8174,X872
-4.10445,105.1318,1VB2
0.42985,109.26975,1PO9
-5.38814,105.24071,L233
-6.8934,106.86609,2JB7
-6.97296,108.58552,V746
-6.03177,106.06625,2GB6
-8.06054,112.63319,M1D8
-7.16061,113.20428,U638
-7.99654,110.64924,O636
-0.13919,110.87453,1PF7
-6.1331,106.6269,TC71
-6.8983,109.53707,H760
-6.83928,106.68064,2JA4
-10.14772,123.63231,U836
-7.10325,107.46842,N799
-5.39956,105.28649,L522
-6.34695,106.74518,1MO5
-5.13871,119.47833,R047
-7.81969,110.40131,O777
-0.11383,110.28615,1PN9
-6.98098,110.44895,HA15
-5.07017,119.57049,R323
-6.87393,112.30599,2AN9
-7.47612,112.44701,M265
-1.53666,102.67773,1DP3
-1.62917,115.14545,1GY1
-6.32633,106.67113,TE28
-8.02006,112.61917,M022
-8.62267,115.29849,Q553
-6.13252,106.84446,J768
-6.17664,105.84601,2G43
-6.15235,106.82921,KD56
-6.24147,106.76296,1ME6
-6.24569,106.91408,J132
-7.89507,112.59344,M390
5.57913,95.35208,W517
-8.59331,116.08493,Q125
-6.97547,111.4864,2AO8
-7.11413,110.39971,H301
-6.89444,106.79189,2J98
-6.09512,105.99212,T496
-5.76543,105.70123,L164
-6.23978,106.86906,J157
-5.60163,105.6351,L345
-6.28741,106.95275,ED87
-3.92563,119.80434,R233
-5.11867,119.43586,R089
-7.58491,111.8805,M384
-7.46889,112.70806,M705
-6.17389,106.81231,J590
-7.45189,107.13631,N325
-2.40003,112.45697,1GW9
-7.21442,109.63365,I649
1.6958,101.4011,1AJ9
-7.09766,109.9733,HA25
5.51742,95.30368,W453
5.11661,97.45636,W493
-3.44359,114.71378,1GZ3
-6.11092,107.03896,CG11
-7.10032,109.34218,HA49
-6.3376,106.85694,J088
-6.37579,107.08406,CG12
-5.14227,119.41959,R431
-2.8431,112.96488,1GW8
-6.97557,110.19049,H602
-6.4607,106.83736,X791
-6.56286,106.71798,X860
-6.94178,111.18867,2AN5
-6.21477,106.61247,T975
-6.73605,108.54517,V195
3.61029,98.51805,W390
-6.24265,106.7878,1MQ8
-7.05719,110.43547,HA44
-2.98752,104.74999,P610
-6.92314,106.95861,2J91
-6.27906,106.74681,1M26
-6.35802,106.81163,EG43
-6.34554,107.30373,1JS5
0.75587,108.88539,1PO1
0.52499,101.47933,1AA3
-7.25621,112.75104,U737
-6.30508,106.79415,1MN9
-6.26295,106.74482,1M51
-7.47381,112.56035,M252
-6.52244,106.77738,X889
-6.97728,107.65042,BE77
-6.26294,107.11556,C489
-0.0682,110.13681,1PO7
0.66587,124.13714,1YM2
-1.86472,109.97084,1PK9
0.9157,108.99125,1P18
-0.04065,109.34895,1P38
-6.17406,106.95665,CF85
-4.29053,105.45514,1VB1
-6.59195,106.81406,X781
-6.88754,112.45391,U505
-6.1671,107.39396,1JV6
-6.5435,107.69312,1JW1
-6.92673,109.56653,H859
-6.40216,108.02299,V775
-7.05135,110.39519,H122
-1.83252,109.96611,1PL2
-8.18098,113.18146,Y353
-6.96298,107.5706,N802
-6.32146,107.09044,CF98
-6.52543,106.69579,X900
-6.27246,106.86634,X859
-7.03176,109.7986,H215
-8.68851,116.11606,1SE4
-8.15618,113.43846,Y033
-6.73542,108.25768,V071
-7.1142,110.78018,H321
-6.36351,107.36082,1J13
-6.10935,107.26778,1J94
0.48979,101.35439,1A0E
-8.24397,113.31776,Y251
-7.73822,113.68921,Y233
-2.89895,104.7252,P397
-6.99699,111.31882,2AP4
5.23714,97.02213,W533
-2.95125,104.84165,P712
1.46318,124.83488,1Y52
-7.56709,112.50947,M1L5
-8.06443,111.96085,M1S5
-4.46478,102.9123,P649
-2.06237,103.68055,P670
-7.74976,114.2236,Y105
-8.7931,115.22506,Q375
-6.80509,110.90727,2AC9
-7.52754,111.95505,M497
-7.82678,112.08291,M1D4
3.58769,98.6949,W134
1.1062,102.1051,1A1C
-5.09379,119.4705,R526
3.5545,98.66106,W527
-6.54275,107.45238,1JW7
-5.42577,105.75985,L143
-4.21267,105.74287,1V17
-6.29293,106.71551,TE01
-6.86539,107.62602,B719
-8.53476,115.30658,Q020
-2.92908,104.77974,P201
-6.93621,107.58418,N330
-2.95366,104.73423,P099
-6.86349,107.90559,BE80
-2.40116,112.9814,1GY2
-7.04619,107.60425,BE71
-8.6222,116.46773,1SN7
-2.97575,104.75972,P669
-4.47502,104.68896,L287
-4.91779,105.5304,1V86
-5.41191,105.27906,L528
-6.27611,106.86073,X868
-2.96501,104.79085,P073
-2.94114,104.74365,P062
-6.01761,105.97165,2GB7
-2.99447,104.73332,P285
-2.97676,104.78838,P087
-2.9183,104.71679,P139
-8.13299,112.58134,M1D3
-6.81713,107.55537,N486
1.31819,124.84195,1Y2E
-8.38389,116.69317,1SY5
-3.28948,114.59153,1G4H
-6.2302,107.06631,C097
-6.42611,107.06769,JB84
-7.25056,110.41618,HB12
-6.35219,106.90337,JC11
-6.4042,108.08708,V901
-3.9246,119.79369,R592
-7.97358,111.57155,2A1Q
-8.00065,111.42317,2A1R
-7.80743,110.34684,O920
-6.26705,106.79299,EH14
-7.69551,110.61922,O879
-7.33711,110.51759,O872
-6.75579,108.50974,V181
-6.31392,107.30216,C468
-6.27116,106.71801,TF68
-8.1356,112.29693,M975
-7.6489514,111.5300051,2AY4
-6.89741,112.96355,U196
-8.05046,112.20994,M789
-7.02156,110.03251,HB03
-7.3154,110.49346,O884
-7.15716,112.85616,U952
-7.60653,110.70644,O888
-7.2835,110.46141,HB28
-5.15012,119.41011,R600
-6.28597,106.12188,2G13
-6.36971,107.41296,1J1F
-8.72042,116.91539,1SX5
-6.63009,106.15557,2GJ8
-7.79066,110.38639,O895
-6.34784,106.16926,2GJ1
-2.96043,104.80723,P713
0.8728,108.94453,1P31
-7.37482,108.03192,B650
-6.90841,106.17641,2GJ4
-7.65598,109.06182,I712
0.00109,111.18474,1PV5
-0.08083,109.40268,1PV6
-6.41221,107.19235,CG74
-7.39133,108.54054,I740
-7.27527,112.71023,U482
-8.61756,116.12727,1SAC
1.04709,103.93622,2DL9
-3.33864,114.61489,1G15
-7.40664,109.68306,I441
-6.80636,108.46024,V873
-6.34964,107.1073,CG58
-7.4718,109.42922,I054
-7.05104,111.23774,H337
-7.05483,113.93982,U405
-6.89158,113.08405,U137
-6.70106,108.47313,V171
1.74117,98.78183,W603
-6.20909,105.97757,2GK2
-6.17994,106.14867,2GK9
-8.02593,111.93782,M1P8
-6.34433,108.23866,V897
-6.6939,108.42978,V535
-6.39849,106.90736,JB75
-5.6231,105.78807,L668
-7.019,107.80433,B904
-7.83238,112.04554,M616
-8.09527,112.70701,M1P7
-8.51758,116.5658,1SY4
-6.71167,108.52769,V544
-7.33079,112.40584,U948
-0.95666,110.48584,1PV7
-6.17128,107.30511,1J4G
-7.69155,109.2929,I733
-6.6692033,111.0732997,2AY9
-7.49282,112.66817,Y426
-3.66169,103.77873,P280
1.11277,103.96114,2D50
-8.62458,116.47938,1SW9
1.04276,124.79841,1Y3A
3.62042,98.74606,W562
0.46418,101.45562,1ABF
-5.12572,119.41032,R608
-6.34596,108.34775,V896
-6.22684,106.87223,JC21
-6.30245,106.49766,TF55
-6.24962,106.79924,1MY8
-6.25345,106.7756,1MX8
-5.04363,104.407,L171
-7.36483,109.68221,I717
-6.84395,108.11378,B582
-6.44317,106.94645,E313
-0.25896,111.57193,1PU1
-7.10991,113.66971,U960
-6.51372,107.74134,1J5G
-7.69269,109.64013,I736
-2.92843,104.70312,P821
1.36352,109.06783,1PW6
-6.38094,106.81808,X983
-6.52915,108.0267,1J1E
-8.05719,112.04552,M1O3
-6.22722,106.34903,2GI8
-6.54513,106.29183,2GJ2
-6.28615,106.7027,AA08
-7.92175,113.83128,Y424
-6.95965,107.69879,BG44
-2.74198,111.63131,1G5G
-7.60917,109.52018,I744
-6.46267,107.83734,1J3I
-3.92811,119.85994,R587
-4.11398,120.02793,R606
-7.4224,111.01642,O900
-3.03592,104.77975,P787
-8.64049,116.41086,1SX1
-8.58692,116.4804,1SW8
-6.35929,107.39393,1JO1
-7.80213,110.38833,O910
-6.58515,106.74587,X967
-7.35842,110.51609,O892
-7.67395,110.60071,O894
-1.96697,110.0995,1PW1
-6.90271,108.51523,V893
-6.36389,108.02516,V894
-6.9578,106.95922,2JK1
0.86505,109.09956,1PU2
-2.97053,104.77976,P074
-5.36458,105.30176,L667
-6.06377,106.1195,2GK4
-3.40983,115.98449,1G7F
-6.19687,106.87526,JB83
-7.12628,113.14495,U953
-7.31636,110.5019,O922
-7.8731587,111.3326006,2A1Y
-7.67028,110.77515,O906
-6.33977,106.88067,X955
-7.01874,107.5265,B796
-7.20286,113.23455,U944
-6.49329,108.39842,V786
-6.36947,106.95664,EB26
-6.19135,106.85683,JC15
-3.33132,115.92265,1G3F
-8.09636,111.64158,M1N9
4.63192,96.85252,W606
-8.09689,112.53506,M1R5
-8.76799,116.38995,Q299
-6.22094,106.91059,J030
-7.67876,110.5808,O887
-8.04549,111.65656,M1J3
-6.15515,106.20472,2GJ6
1.6658,125.06017,1Y2B
-7.85496,113.93281,Y421
-7.79014,110.3548,O919
-8.08904,112.12689,M1O4
-7.39195,109.25947,I211
-6.84532,111.05547,2AV2
-6.90995,107.83057,BG27
-6.11629,107.36049,1J9C
-6.24833,106.81498,1MR2
-7.81955,110.39747,O859
-6.395,106.14094,2GG7
-10.16074,123.63153,U874
-5.62532,104.37463,1VG3
-7.54612,110.84125,O488
-7.81832,111.49968,O272
-6.23377,106.88375,J393
-6.40445,106.84099,X340
-7.8172,110.24722,O835
-6.0912,106.1552,TB01
-7.53862,110.64652,O227
-7.21575,113.32134,U915
-6.56676,106.79413,X938
-6.89323,108.05352,BG18
3.63763,98.77725,W561
3.74829,98.4769,W196
-5.17257,105.70308,L065
-8.64414,117.4388,1S85
-6.37542,107.57502,1JO2
-6.74495,108.42498,V660
-6.6015,106.76565,X814
-6.1402,106.2894,T030
-7.45745,109.28984,I176
-4.11645,104.18586,1V36
-6.12961,106.15299,2G50
-6.23646,107.04234,C971
-6.13709,106.13281,2GF8
-6.89229,109.60944,H885
-6.84991,110.80442,H906
-6.96947,110.4086,HA53
-7.1736,109.59108,H940
-7.52922,110.6017,O297
-6.25477,106.54147,TD48
1.49646,124.87895,1Y92
-7.90412,112.66351,M961
-7.01533,109.50753,H849
-4.71486,104.44656,L275
-6.94944,108.13184,BE70
-6.84874,107.91446,BG12
-6.18026,106.854,J176
-6.23019,107.10404,CG41
-6.33663,107.04348,C568
-7.69119,109.00587,I616
-8.73866,115.17309,Q493
-6.31271,106.82571,KB59
-7.63471,110.72132,O546
-5.36911,104.89707,L483
-6.24567,107.16551,CE23
-2.91275,104.61631,P584
4.72055,96.8725,W554
-6.15732,107.29089,CA62
1.05314,103.97793,2D98
-3.01056,104.73017,P750
-7.19817,108.50404,B842
-6.88631,109.15587,V434
-7.06067,112.27727,2AK1
-6.26127,107.57362,1J34
3.64026,98.69667,W261
-5.17968,119.40608,R451
-7.00609,106.79754,2J23
1.28834,124.88388,1Y72
-7.66743,110.75315,O836
-6.32877,107.41154,1J5A
-4.13099,104.15878,P084
-6.54917,107.64961,N394
-7.35485,108.27191,BG11
-7.53636,112.2191,M1M2
-7.15565,112.29816,2AW3
-8.43222,114.33812,Y004
-0.06412,109.37979,1P19
-8.57001,116.53313,1SV2
-7.98786,110.93454,O541
-7.9412,112.6015,M463
4.01544,98.28768,W204
-5.65565,119.72119,R309
-7.80713,112.08894,M174
-5.35722,104.98455,L334
-7.6448,112.91338,Y205
-6.50545,107.56911,1J9B
-2.44768,111.01878,1PT1
-2.96216,104.71926,P777
-7.56907,110.89721,O618
-6.46103,106.66672,1MB6
-6.27937,107.33116,1JF6
-6.18379,106.81231,KD33
3.53036,98.75057,W496
-2.00225,113.7599,1G9D
-8.59081,116.20197,1S56
-6.5441,106.38983,2GH3
-2.88632,104.7066,P668
-7.17214,108.42132,BC26
-7.11548,113.10287,U895
-6.84829,108.64748,V228
-3.99476,104.72089,P009
-2.94952,104.74745,P143
-7.57069,112.34705,M1M3
-6.2445,106.69805,AA77
-7.6673,110.52656,O864
-6.48636,107.48053,1J31
-6.47444,106.78958,X812
-7.16977,112.19851,2AH4
-7.6017,110.61767,O852
-7.02083,110.33674,H779
-6.5313,106.5127,X713
-7.78165,113.18794,Y131
-6.28486,106.76056,A064
-6.84816,107.92754,B082
-7.07869,111.09114,H073
-6.45882,107.93855,V115
-7.28715,112.21908,2AU9
-2.67803,111.6336,1GZ6
1.14185,104.11657,2DF4
2.98133,99.06194,W501
-7.7739,110.69754,O846
-7.7416,110.56315,O856
-6.9437,108.48762,V844
-7.36818,112.7633,U003
-7.25521,112.76556,U102
-7.73927,110.58421,O839
-8.56282,115.30103,Q050
-8.68106,115.20724,Q011
-7.43971,108.76051,I345
-7.26359,112.66694,U916
-8.67984,115.19307,Q521
-0.00973,109.29717,1PQ5
-7.46412,112.42211,M924
1.479,124.97211,1Y29
-3.3966,114.66176,1GC2
-8.16581,111.96647,M885
-6.55802,107.81799,1JE7
3.61395,98.696,W429
2.95504,99.05901,W123
-6.29775,107.8205,1JX9
-6.91421,107.66181,B748
-7.70444,110.72967,O840
-2.9453,104.68715,P752
-6.77901,110.62204,H993
-6.13239,106.53502,TE97
-7.02822,108.57266,V866
0.60182,101.02229,1A1P
-6.25435,106.52515,TC41
-6.92069,109.51585,HA80
-4.03566,119.62615,R565
4.47748,97.95789,W487
-8.43456,114.22628,Y027
-5.4552,105.39152,L649
3.5673,98.63284,W092
-6.8134,106.74018,2JH2
-6.81416,107.24647,2JH1
-6.21605,106.20727,2GH9
-3.55756,114.74672,1G6D
-8.52171,116.94237,1SM4
-5.42977,105.23743,L642
-7.20967,113.25697,U889
-7.69875,112.87676,Y187
-6.36004,106.7139,1MX1
0.74949,124.61013,1YM1
-6.30661,106.78144,1MW8
-5.39093,105.28654,L660
0.60836,123.08134,1YQ9
-8.07543,113.23694,Y335
-6.49639,107.11927,JB66
-7.43122,110.97932,O843
-8.54446,115.1416,Q579
-3.89777,114.80769,1G7C
-7.5635,112.27778,M1K4
0.56754,101.45326,1A03
-6.94933,107.62561,B732
-6.15812,106.83284,J664
-6.298,106.85628,X942
-6.33704,107.66495,1J6C
-6.42739,107.21405,1JM4
-6.22677,106.72015,AB79
-8.26246,113.64964,Y056
-2.5296,112.96,1GQ7
-6.97541,107.58668,N830
-6.95219,107.59452,B876
-6.63709,108.43754,V821
-7.54659,110.67879,O298
-7.67207,110.67702,O406
-6.15035,106.95592,CG49
-6.6886428,111.0703088,2AY8
-6.86839,109.0477,V703
-8.00654,112.7614,M001
-5.42031,104.7338,L071
-7.81688,110.38308,O851
-4.28383,105.22532,P348
-7.00574,107.63071,B941
-3.37789,104.83267,P279
-7.22322,110.43137,HB14
-7.45605,107.59907,B557
-7.05609,110.43874,HA89
-6.88199,107.17215,2JH8
-6.82266,107.12801,2JI1
-6.29708,106.76049,1MX4
-6.37661,106.75332,1M66
-6.98117,110.61246,H963
-6.48687,106.7954,XA25
-8.48631,117.41505,1S89
-2.8938286,104.6802477,P865
-6.26113,106.71045,A047
-7.836431,110.312615,O988
-7.42001,109.20052,I015
-5.5219156,119.5048936,R653
-7.5370903987628,108.85929024572,I775
-7.62659,111.33205,2AL4
-6.34476,106.7776,X655
-7.62373,109.14785,I777
-6.64466,106.8398,X169
-8.35455,114.61005,Q641
-6.24952,106.78364,1MA2
-6.32196,107.82192,N297
-7.39881,111.44387,O246
-6.33095,106.07945,T446
-7.89227,112.65928,M459
-7.0492108,110.8411439,2A4L
-5.35701,104.7937,L557
-3.0128612,104.8210044,P871
3.52424,98.67716,W427
3.6152,98.60549,W475
-7.85772,110.14683,O698
-6.22112,106.43916,T133
-7.18766,107.67202,BG91
-6.15358,106.85375,JB18
-6.99192,106.68041,2J77
0.32345,108.97128,1PN1
-5.13355,119.49806,R640
-6.97141,107.55682,N587
2.96016,99.05031,W258
-6.31908,106.96309,EB62
-7.24203,112.75236,U177
-5.16568,119.45963,R217
-6.32833,106.39386,2G25
-7.0639139,109.8511175,HB91
-7.04913,112.72958,U887
-6.78507,106.61755,2JQ2
-8.09824,113.09023,Y382
-7.33323,112.79431,U808
-7.37392,110.7614,O559
-8.78465,115.19581,Q323
-6.86764,107.08924,N674
-8.20866,114.36756,Y010
3.55904,98.86109,W491
-1.77939,110.46733,1PT2
-6.90635,107.58723,N740
-6.75259,108.55046,V080
-6.5368642,106.7280676,XA41
-7.00707,109.06747,I615
-3.91531,119.94018,R456
-8.7003,116.10193,1SH1
-7.70294,110.28152,O762
-7.70416,110.38657,O971
-7.19857,109.30335,HB72
-6.78816,108.64653,V267
-6.26368,106.83038,1MN7
-6.0938243878881,106.75045397133,TG44
-8.6366094949995,115.20298679201,Q665
-7.19471,110.42616,HB11
-6.11031,106.53451,TD19
-6.8929,107.36019,N783
-6.46755,108.45521,V302
-7.9337,112.60308,M608
-8.20832,113.44809,Y119
-8.26778,112.69326,M816
-6.95541,107.64388,B630
5.55581,95.3306,W520
-3.65563,103.77201,P305
-6.20741,106.79058,KE71
-6.21625,106.82436,K930
-3.7152,115.60955,1G8I
-5.12918,119.4276,R433
1.17884,124.8843,1YJ1
-8.6882481,115.1714017,Q650
0.52976,101.44904,1ACG
-7.13897,112.33751,U418
-7.72031,109.99521,I400
-6.91212,107.5735,B849
-6.8364,108.25058,V090
-7.7118935,110.6953241,O997
-8.04613,112.30626,M145
-7.0327571625492,109.60158870881,HC01
0.3892732,109.958846,1P2Q
-4.7301235,104.5473174,1VM5
-3.27795,115.02755,1GP6
-8.36871,114.66963,Q638
-7.15413,109.4304,HB83
-4.17989,105.52824,1V19
-7.62802,112.18693,M730
-6.89658,113.47981,U271
-7.36573,112.62794,M719
-7.61525,111.07721,O050
-6.85325,108.56341,V638
-0.12459,102.15375,1AR3
0.386573,109.9663534,1P1V
0.2793,109.07035,1PB4
-7.02923,110.45902,H830
-7.9169,113.84366,Y213
-7.5431,112.69893,Y402
-3.01728,104.81038,P859
-7.30718,112.78077,U458
1.4659,102.11203,1A0Y
-5.09744,105.24643,L141
-4.19889,104.56231,P410
-7.03104,107.7848,BC07
3.5047,98.79079,W361
-6.23474,107.0316,C345
-8.5410203921054,118.69264176898,1SCR
-7.63314,112.30243,M1J6
-5.0758295066082,105.52590055425,1VL1
-3.30409,114.60247,1GE3
1.44714,125.13527,1YB5
-5.35667,105.2873,L596
-5.46674,105.53713,L696
-6.98699,107.27536,N732
-6.69559,111.44113,2A3Q
-6.15756,106.17936,2GP4
-3.32339,114.56953,1G55
-6.91444,108.73708,V429
-6.17758,106.75779,K293
1.456717,124.813319,1Y5A
-7.71968,110.56793,O824
-6.79602,107.16139,N680
-8.58246,115.18049,Q373
-7.764483,110.405707,O989
-6.52394,106.80814,X802
-7.58856,108.9144,I460
-6.97092,111.71531,U398
0.83005,110.43221,1P1A
-0.08261,109.35295,1PY6
0.53804,101.45404,1ABP
-6.68832,107.32102,1J9K
-5.39652,105.30141,L704
-6.15889,106.86753,JA54
-7.96373,112.58613,M1S7
-7.02525,113.85493,UA24
-8.2799,115.35748,Q550
-1.25553,115.11716,1G8H
-8.57137,116.56112,1SBO
0.83371,112.93151,1P1D
0.66969,101.59043,1ABM
-4.4587,104.42862,1VI8
-5.17387,119.45026,R615
-6.22693,106.77202,KD71
-7.30612,110.4882,O870
-4.14479,104.30709,P028
-1.84925,103.02221,1DE3
-6.19861,106.73803,KA82
-8.14551,111.86018,M1V1
-3.34921,114.55957,1G1I
-6.55319,106.7654,XA02
-7.07046,107.96253,BC85
-7.24476,112.58589,UA04
-7.74552,109.5875,I084
-7.73596,110.43477,O968
1.02815,103.95873,2D26
-6.29749,106.61962,TF86
-8.635457503465044,115.22647743405474,Q627
-8.77424,116.52032,1SAZ
-6.7980659,111.3754651,2A2M
-8.11367,112.0083,M1S6
-6.33802,107.17987,CG90
-5.85855,105.74359,L706
-7.91265,112.65653,M005
-8.05938,111.94203,M661
-0.82377,103.46131,1DQ7
-4.44273,104.19495,1VJ3
-8.67735,115.23799,Q607
0.28912,110.24889,1P69
-7.0462,109.13129,V365
-7.56802,108.77622,I235
-6.34299,106.92956,ED94
-6.84846,108.03894,BG22
-6.35279,106.63831,T513
-6.16963,106.79574,K581
-6.21947,106.85923,KE52
1.06662,104.22669,2DM4
-7.80517,110.36946,O948
0.64214,110.38253,1PY3
1.30375,124.83136,1Y02
-8.62604,115.16503,Q560
3.622,98.67032,W532
-6.71793,107.23989,2JO2
-6.94673,107.71902,BG92
-8.31652,113.48086,Y060
-7.76597,113.22797,Y100
-8.00868,110.31871,O967
-5.34504,105.23357,L712
-5.54134,119.96261,R616
-7.29892,108.20122,BG63
-8.01632,112.63442,M1V5
-7.24894,106.64167,2JB3
-6.35637,108.37484,V793
-6.88,106.94731,2JD8
-8.61364,117.56574,1SS8
-3.91427,119.76796,R637
-7.48174,108.60183,B832
5.20355,96.70754,W637
-6.48667,108.1807,V460
-1.6354,102.88828,1DE9
-1.64193,103.58953,1DD5
-6.98126,110.13419,HA24
0.90364,101.23457,1ABU
0.86558,112.92488,1PX7
-7.61747,110.70016,O953
-5.10617,119.52286,R632
-1.66137,103.5971,1DR2
-7.32379,109.35696,I763
-4.2212,105.62116,1VC1
1.67141,101.44826,1ABG
-6.9167344,112.3499207,2A2N
-6.2051,106.57199,TG33
-7.31122,112.6777,U828
-1.27087,103.05928,1DQ9
-6.70929,108.12331,BG77
-0.90126,131.32227,UA44
-8.45657,118.73278,1SBH
-7.02371,107.54895,N872
-6.9505,110.69212,HA51
-7.55539,110.8763,O325
-6.51069,108.46524,V917
-5.5459,105.49454,L700
-7.81403,110.31829,O966
0.24405,111.78487,1PX8
-6.28039,106.63461,T773
-6.19727,106.75091,KA27
-8.78895,115.17731,Q222
-5.56154,105.54849,L714
-7.26002,108.60914,I735
-6.76556,108.56576,V640
-6.95943,109.74394,HB27
-8.56192,118.69714,1SAH
-8.47235,118.75633,1SAO
-5.55838,119.97932,R617
-8.4553127683369,118.68198607102,1SCF
-6.53451,106.78939,X985
-8.68251,115.2155,Q003
0.05835,111.64156,1PT4
-8.57187,115.13936,Q580
-5.53179,105.44786,L444
-7.64303,112.89432,Y178
-6.93314,107.72353,BG52
-6.38199,107.36773,1J3H
1.13692,109.69507,1PS9
-6.32083,106.64185,TE90
-6.56048,107.43016,C608
-6.46098,107.73204,1J4I
-3.32459,114.6109,1G5H
-7.81824,113.7578,Y437
-5.3639,105.00379,L692
-3.99328,105.39104,1VE8
-6.91169,107.7026,B077
-6.89748,109.74616,HB38
-8.64697,116.53047,1SAJ
-8.1337,112.03347,M1S4
0.97181,110.35333,1PP7
-0.97515,114.89623,1G2I
-7.0257329,110.8930601,2A2P
1.77071,101.351,1ABQ
-3.7658,102.28065,P835
-7.9218,112.12693,M204
-3.45901,114.77412,1GX7
-6.20485,106.07242,T482
-7.05375,110.6669,H117
-8.66384,116.48835,1SX9
-7.52946,112.43141,M1O6
-5.20107,103.94268,1VH7
-7.20016,107.59037,BG81
-7.52862,112.59623,M583
0.6773,101.58887,1ABL
-6.55187,106.63899,X998
-8.63109,116.34654,Q132
-6.65265,106.80236,X947
